Заголовок;Код региона;Код города;Маска номера;Количество цифр;Регион
Эгвекинот;427;34;x-xx-xx;5;Код Чукотского АО
Экимчан;416;46;x-xx-xx;5;Код Амурской области
Электрогорск;496;43;x-xx-xx;5;Код Московской области
Электроугли;;496;xxx-xx-xx;7;
Электросталь;496;57;x-xx-xx;5;Код Московской области
Юрцово;496;40;x-xx-xx;5;Код Московской области
Эльхотово;867;35;x-xx-xx;5;Код Республики Северная Осетия
Элиста;;847;xxx-xx-xx;7;
Энгельс;845;3;xx-xx-xx;6;Код Саратовской области
Эрзин;394;39;x-xx-xx;5;Код Республики Тыва
Эртиль;473;45;x-xx-xx;5;Код Воронежской области
Эссо;415;42;x-xx-xx;5;Код Камчатского края
Чагода;817;41;x-xx-xx;5;Код Вологодской области
Чаа-Холь;394;43;x-xx-xx;5;Код Республики Тыва
Чадан;394;34;x-xx-xx;5;Код Республики Тыва
Чайковский;342;41;x-xx-xx;5;Код Пермского края
Чамзинка;834;37;x-xx-xx;5;Код Республики Мордовия
Чапаевск;846;39;x-xx-xx;5;Код Самарской области
Чара;302;61;x-xx-xx;5;Код Забайкальского края
Чаплыгин;474;75;x-xx-xx;5;Код Липецкой области
Частоозерье;352;30;x-xx-xx;5;Код Курганской области
Чарышское;385;74;x-xx-xx;5;Код Алтайского края
Чебаркуль;351;68;x-xx-xx;5;Код Челябинской области
Частые;342;68;x-xx-xx;5;Код Пермского края
Чебоксары;;835;xxx-xx-xx;7;
Чаны;383;67;x-xx-xx;5;Код Новосибирской области
Чегдомын;421;49;x-xx-xx;5;Код Хабаровского края
Чегем;866;30;x-xx-xx;5;Код Кабардино-Балкарской Республики
Челно Вершины;846;51;x-xx-xx;5;Код Самарской области
Чалтырь;863;49;x-xx-xx;5;Код Ростовской области
Чемал;388;41;x-xx-xx;5;Код Республики Алтай
Чемодурово;;496;xxx-xx-xx;7;
Чердаклы;842;31;x-xx-xx;5;Код Ульяновской области
Чердынь;342;40;x-xx-xx;5;Код Пермского края
Чекмагуш;347;96;x-xx-xx;5;Код Республики Башкортостан
Черемисиново;471;59;x-xx-xx;5;Код Курской области
Череповец;;820;xxx-xx-xx;7;
Черлак;381;53;x-xx-xx;5;Код Омской области
Черкесск;;878;xxx-xx-xx;7;
Черниговка;423;51;x-xx-xx;5;Код Приморского края
Черемшан;843;96;x-xx-xx;5;Код Республики Татарстан
Черноголовка;496;52;x-xx-xx;5;Код Московской области
Черногорск;390;31;x-xx-xx;5;Код Республики Хакасия
Черепаново;383;45;x-xx-xx;5;Код Новосибирской области
Черноморское;365;58;x-xx-xx;5;Код Республики Крым
Черемхово;395;46;x-xx-xx;5;Код Иркутской области
Черный Яр;851;49;x-xx-xx;5;Код Астраханской области
Чернушка;342;61;x-xx-xx;5;Код Пермского края
Чернышевск;302;65;x-xx-xx;5;Код Забайкальского края
Чернышковский;844;74;x-xx-xx;5;Код Волгоградской области
Чернянка;472;32;x-xx-xx;5;Код Белгородской области
Чернь;487;56;x-xx-xx;5;Код Тульской области
Черняховск;401;41;x-xx-xx;5;Код Калининградской области
Чертково;863;87;x-xx-xx;5;Код Ростовской области
Черский;411;57;x-xx-xx;5;Код Республики Саха (Якутия)
Чесма;351;69;x-xx-xx;5;Код Челябинской области
Чикола;867;34;x-xx-xx;5;Код Республики Северная Осетия
Чистоозерное;383;68;x-xx-xx;5;Код Новосибирской области
Чехов;496;72;x-xx-xx;5;Код Московской области
Чита;;302;xxx-xx-xx;7;
Чистополь;843;42;x-xx-xx;5;Код Республики Татарстан
Чокурдах;411;58;x-xx-xx;5;Код Республики Саха (Якутия)
Чкаловск;831;60;x-xx-xx;5;Код Нижегородской области
Чоя;388;40;x-xx-xx;5;Код Республики Алтай
Чугуевка;423;72;x-xx-xx;5;Код Приморского края
Чудово;816;65;x-xx-xx;5;Код Новгородской области
Чулково;;496;xxx-xx-xx;7;
Чишмы;347;97;x-xx-xx;5;Код Республики Башкортостан
Чумикан;421;43;x-xx-xx;5;Код Хабаровского края
Чурапча;411;51;x-xx-xx;5;Код Республики Саха (Якутия)
Чусовой;342;56;x-xx-xx;5;Код Пермского края
Чухлома;494;41;x-xx-xx;5;Код Костромской области
Чурилкино;496;79;x-xx-xx;5;Код Московской области
Шаблыкино;486;44;x-xx-xx;5;Код Орловской области
Чучково;491;38;x-xx-xx;5;Код Рязанской области
Шагонар;394;36;x-xx-xx;5;Код Республики Тыва
Чулым;383;50;x-xx-xx;5;Код Новосибирской области
Шадринск;352;53;x-xx-xx;5;Код Курганской области
Чунский;395;67;x-xx-xx;5;Код Иркутской области
Шали;871;46;x-xx-xx;5;Код Чеченской Республики
Шаранга;831;55;x-xx-xx;5;Код Нижегородской области
Шаркан;341;36;x-xx-xx;5;Код Республики Удмуртия
Шарлык;353;58;x-xx-xx;5;Код Оренбургской области
Шарыпово;391;53;x-xx-xx;5;Код Красноярского края
Шарья;494;49;x-xx-xx;5;Код Костромской области
Шатки;831;90;x-xx-xx;5;Код Нижегородской области
Шатой;871;35;x-xx-xx;5;Код Чеченской Республики
Шаран;347;69;x-xx-xx;5;Код Республики Башкортостан
Шатрово;352;57;x-xx-xx;5;Код Курганской области
Шалинское;391;49;x-xx-xx;5;Код Красноярского края
Шаля;343;58;x-xx-xx;5;Код Свердловской области
Шахунья;831;52;x-xx-xx;5;Код Нижегородской области
Шахты;863;6;xx-xx-xx;6;Код Ростовской области
Шацк;491;47;x-xx-xx;5;Код Рязанской области
Шебалино;388;49;x-xx-xx;5;Код Республики Алтай
Шатура;496;45;x-xx-xx;5;Код Московской области
Шебекино;472;48;x-xx-xx;5;Код Белгородской области
Шексна;817;51;x-xx-xx;5;Код Вологодской области
Шелаболиха;385;58;x-xx-xx;5;Код Алтайского края
Шелковская;871;36;x-xx-xx;5;Код Чеченской Республики
Шебляково;496;24;x-xx-xx;5;Код Московской области
Шелопугино;302;66;x-xx-xx;5;Код Забайкальского края
Шемурша;835;46;x-xx-xx;5;Код Чувашской Республики
Шемышейка;841;59;x-xx-xx;5;Код Пензенской области
Шенкурск;818;51;x-xx-xx;5;Код Архангельской области
Шелехов;395;50;x-xx-xx;5;Код Иркутской области
Шентала;846;52;x-xx-xx;5;Код Самарской области
Шилка;302;44;x-xx-xx;5;Код Забайкальского края
Шигоны;846;48;x-xx-xx;5;Код Самарской области
Шимановск;416;51;x-xx-xx;5;Код Амурской области
Шилово;491;36;x-xx-xx;5;Код Рязанской области
Шипуново;385;50;x-xx-xx;5;Код Алтайского края
Шимск;816;56;x-xx-xx;5;Код Новгородской области
Шишкин Лес;496;7;xx-xx-xx;6;Код Московской области
Шира;390;35;x-xx-xx;5;Код Республики Хакасия
Шуйское;817;49;x-xx-xx;5;Код Вологодской области
Шумерля;835;36;x-xx-xx;5;Код Чувашской Республики
Шумиха;352;45;x-xx-xx;5;Код Курганской области
Шушенское;391;39;x-xx-xx;5;Код Красноярского края
Шумячи;481;33;x-xx-xx;5;Код Смоленской области
Шуя;493;51;x-xx-xx;5;Код Ивановской области
Шугарово;496;64;x-xx-xx;5;Код Московской области
Шувое;496;40;x-xx-xx;5;Код Московской области
